Symbol,Series,Security Name,Band,Remarks,,Check
VAIBHAVGBL,EQ,Vaibhav Global Limited,20,-,20,0
VARDHACRLC,EQ,Vardhman Acrylics Limited,20,-,20,0
VARROC,EQ,Varroc Engineering Limited,20,-,20,0
VASCONEQ,EQ,Vascon Engineers Limited,20,-,20,0
VBL,EQ,Varun Beverages Limited,20,-,20,0
VCL,SM,Vaxtex Cotfab Limited,20,-,20,0
VENKEYS,EQ,Venky's (India) Limited,20,-,20,0
VERA,SM,Vera Synthetic Limited,20,-,20,0
VERTOZ,SM,Vertoz Advertising Limited,20,-,20,0
VESUVIUS,EQ,Vesuvius India Limited,20,-,20,0
VETO,EQ,Veto Switchgears And Cables Limited,20,-,20,0
VGUARD,EQ,V-Guard Industries Limited,20,-,20,0
VHL,EQ,Vardhman Holdings Limited,20,-,20,0
VIDHIING,EQ,Vidhi Specialty Food Ingredients Limited,20,-,20,0
VIJIFIN,EQ,Viji Finance Limited,20,-,20,0
VIKASWSP,EQ,Vikas WSP Limited,20,-,20,0
VIMTALABS,EQ,Vimta Labs Limited,20,-,20,0
VINATIORGA,EQ,Vinati Organics Limited,20,-,20,0
VINDHYATEL,EQ,Vindhya Telelinks Limited,20,-,20,0
VINNY,SM,Vinny Overseas Limited,20,-,20,0
VINYLINDIA,EQ,Vinyl Chemicals (India) Limited,20,-,20,0
VIPIND,EQ,VIP Industries Limited,20,-,20,0
VISAKAIND,EQ,Visaka Industries Limited,20,-,20,0
VISHNU,EQ,Vishnu Chemicals Limited,20,-,20,0
VISHWARAJ,EQ,Vishwaraj Sugar Industries Limited,20,-,20,0
VIVIMEDLAB,EQ,Vivimed Labs Limited,20,-,20,0
VLSFINANCE,EQ,VLS Finance Limited,20,-,20,0
VMART,EQ,V-Mart Retail Limited,20,-,20,0
VOLTAMP,EQ,Voltamp Transformers Limited,20,-,20,0
VRLLOG,EQ,VRL Logistics Limited,20,-,20,0
VSSL,EQ,Vardhman Special Steels Limited,20,-,20,0
VSTIND,EQ,VST Industries Limited,20,-,20,0
VSTTILLERS,EQ,V.S.T Tillers Tractors Limited,20,-,20,0
VTL,EQ,Vardhman Textiles Limited,20,-,20,0
WABAG,EQ,VA Tech Wabag Limited,20,-,20,0
WABCOINDIA,EQ,WABCO India Limited,20,-,20,0
WALCHANNAG,EQ,Walchandnagar Industries Limited,20,-,20,0
WATERBASE,EQ,Waterbase Limited,20,-,20,0
WELCORP,EQ,Welspun Corp Limited,20,-,20,0
WELENT,EQ,Welspun Enterprises Limited,20,-,20,0
WELSPUNIND,EQ,Welspun India Limited,20,-,20,0
WENDT,EQ,Wendt (India) Limited,20,-,20,0
WESTLIFE,EQ,Westlife Development Ltd,20,-,20,0
WHEELS,EQ,Wheels India Limited,20,-,20,0
WHIRLPOOL,EQ,Whirlpool of India Limited,20,-,20,0
WOCKPHARMA,EQ,Wockhardt Limited,20,-,20,0
WONDERLA,EQ,Wonderla Holidays Limited,20,-,20,0
WORTH,SM,Worth Peripherals Limited,20,-,20,0
WSTCSTPAPR,EQ,West Coast Paper Mills Limited,20,-,20,0
XCHANGING,EQ,Xchanging Solutions Limited,20,-,20,0
XELPMOC,EQ,Xelpmoc Design And Tech Limited,20,-,20,0
XPROINDIA,EQ,Xpro India Limited,20,-,20,0
ZEELEARN,EQ,Zee Learn Limited,20,-,20,0
ZENSARTECH,EQ,Zensar Technologies Limited,20,-,20,0
ZENTEC,EQ,Zen Technologies Limited,20,-,20,0
ZODIACLOTH,EQ,Zodiac Clothing Company Limited,20,-,20,0
ZODJRDMKJ,EQ,Zodiac JRD- MKJ Limited,20,-,20,0
ZOTA,EQ,Zota Health Care LImited,20,-,20,0
ZUARI,EQ,Zuari Agro Chemicals Limited,20,-,20,0
ZUARIGLOB,EQ,Zuari Global Limited,20,-,20,0
ZYDUSWELL,EQ,Zydus Wellness Limited,20,-,20,0
ACC,EQ,ACC Limited,No Band,-,No Band,#VALUE!
ADANIENT,EQ,Adani Enterprises Limited,No Band,-,No Band,#VALUE!
ADANIPORTS,EQ,Adani Ports and Special Economic Zone Limited,No Band,-,No Band,#VALUE!
ADANIPOWER,EQ,Adani Power Limited,No Band,-,No Band,#VALUE!
AMARAJABAT,EQ,Amara Raja Batteries Limited,No Band,-,No Band,#VALUE!
AMBUJACEM,EQ,Ambuja Cements Limited,No Band,-,No Band,#VALUE!
APOLLOHOSP,EQ,Apollo Hospitals Enterprise Limited,No Band,-,No Band,#VALUE!
APOLLOTYRE,EQ,Apollo Tyres Limited,No Band,-,No Band,#VALUE!
ASHOKLEY,EQ,Ashok Leyland Limited,No Band,-,No Band,#VALUE!
ASIANPAINT,EQ,Asian Paints Limited,No Band,-,No Band,#VALUE!
AUROPHARMA,EQ,Aurobindo Pharma Limited,No Band,-,No Band,#VALUE!
AXISBANK,EQ,Axis Bank Limited,No Band,-,No Band,#VALUE!
BAJAJ-AUTO,EQ,Bajaj Auto Limited,No Band,-,No Band,#VALUE!
BAJAJFINSV,EQ,Bajaj Finserv Limited,No Band,-,No Band,#VALUE!
BAJFINANCE,EQ,Bajaj Finance Limited,No Band,-,No Band,#VALUE!
BALKRISIND,EQ,Balkrishna Industries Limited,No Band,-,No Band,#VALUE!
BANKBARODA,EQ,Bank Of Baroda,No Band,-,No Band,#VALUE!
BATAINDIA,EQ,Bata India Limited,No Band,-,No Band,#VALUE!
BEL,EQ,Bharat Electronics Limited,No Band,-,No Band,#VALUE!
BERGEPAINT,EQ,Berger Paints (I) Limited,No Band,-,No Band,#VALUE!
BHARATFORG,EQ,Bharat Forge Limited,No Band,-,No Band,#VALUE!
BHARTIARTL,EQ,Bharti Airtel Limited,No Band,-,No Band,#VALUE!
BHEL,EQ,Bharat Heavy Electricals Limited,No Band,-,No Band,#VALUE!
BIOCON,EQ,Biocon Limited,No Band,-,No Band,#VALUE!
BOSCHLTD,EQ,Bosch Limited,No Band,"-	",No Band,#VALUE!
BPCL,EQ,Bharat Petroleum Corporation Limited,No Band,-,No Band,#VALUE!
BRITANNIA,EQ,Britannia Industries Limited,No Band,-,No Band,#VALUE!
CADILAHC,EQ,Cadila Healthcare Limited,No Band,-,No Band,#VALUE!
CANBK,EQ,Canara Bank,No Band,-,No Band,#VALUE!
CENTURYTEX,EQ,Century Textiles & Industries Limited,No Band,-,No Band,#VALUE!
CESC,EQ,CESC Limited,No Band,-,No Band,#VALUE!
CHOLAFIN,EQ,Cholamandalam Investment and Finance Company Limited,No Band,-,No Band,#VALUE!
CIPLA,EQ,Cipla Limited,No Band,-,No Band,#VALUE!
COALINDIA,EQ,Coal India Limited,No Band,-,No Band,#VALUE!
COLPAL,EQ,Colgate Palmolive (India) Limited,No Band,-,No Band,#VALUE!
CONCOR,EQ,Container Corporation Of India Limited,No Band,-,No Band,#VALUE!
CUMMINSIND,EQ,Cummins India Limited,No Band,-,No Band,#VALUE!
DABUR,EQ,Dabur India Limited,No Band,-,No Band,#VALUE!
DIVISLAB,EQ,Divi's Laboratories Limited,No Band,-,No Band,#VALUE!
DLF,EQ,DLF Limited,No Band,-,No Band,#VALUE!
DRREDDY,EQ,Dr. Reddy's Laboratories Limited,No Band,-,No Band,#VALUE!
EICHERMOT,EQ,Eicher Motors Limited,No Band,-,No Band,#VALUE!
EQUITAS,EQ,Equitas Holdings Limited,No Band,-,No Band,#VALUE!
ESCORTS,EQ,Escorts Limited,No Band,-,No Band,#VALUE!
EXIDEIND,EQ,Exide Industries Limited,No Band,-,No Band,#VALUE!
FEDERALBNK,EQ,The Federal Bank  Limited,No Band,-,No Band,#VALUE!
GAIL,EQ,GAIL (India) Limited,No Band,-,No Band,#VALUE!
GLENMARK,EQ,Glenmark Pharmaceuticals Limited,No Band,-,No Band,#VALUE!
GMRINFRA,EQ,GMR Infrastructure Limited,No Band,-,No Band,#VALUE!
GODREJCP,EQ,Godrej Consumer Products Limited,No Band,-,No Band,#VALUE!
GRASIM,EQ,Grasim Industries Limited,No Band,-,No Band,#VALUE!
HAVELLS,EQ,Havells India Limited,No Band,-,No Band,#VALUE!
HCLTECH,EQ,HCL Technologies Limited,No Band,-,No Band,#VALUE!
HDFC,EQ,Housing Development Finance Corporation Limited,No Band,-,No Band,#VALUE!
HDFCBANK,EQ,HDFC Bank Limited,No Band,-,No Band,#VALUE!
HEROMOTOCO,EQ,Hero MotoCorp Limited,No Band,-,No Band,#VALUE!
HINDALCO,EQ,Hindalco Industries Limited,No Band,-,No Band,#VALUE!
HINDPETRO,EQ,Hindustan Petroleum Corporation Limited,No Band,-,No Band,#VALUE!
HINDUNILVR,EQ,Hindustan Unilever Limited,No Band,-,No Band,#VALUE!
IBULHSGFIN,EQ,Indiabulls Housing Finance Limited,No Band,-,No Band,#VALUE!
IBULHSGFIN,W1,Indiabulls Housing Finance Limited,No Band,-,No Band,#VALUE!
ICICIBANK,EQ,ICICI Bank Limited,No Band,-,No Band,#VALUE!
ICICIPRULI,EQ,ICICI Prudential Life Insurance Company Limited,No Band,-,No Band,#VALUE!
IDEA,EQ,Vodafone Idea Limited,No Band,-,No Band,#VALUE!
IDFCFIRSTB,EQ,IDFC First Bank Limited,No Band,-,No Band,#VALUE!
IGL,EQ,Indraprastha Gas Limited,No Band,-,No Band,#VALUE!
INDIGO,EQ,InterGlobe Aviation Limited,No Band,-,No Band,#VALUE!
INDUSINDBK,EQ,Indusind Bank Limited,No Band,-,No Band,#VALUE!
INFRATEL,EQ,Bharti Infratel Limited,No Band,-,No Band,#VALUE!
INFY,EQ,Infosys Limited,No Band,-,No Band,#VALUE!
IOC,EQ,Indian Oil Corporation Limited,No Band,-,No Band,#VALUE!
ITC,EQ,ITC Limited,No Band,-,No Band,#VALUE!
JINDALSTEL,EQ,Jindal Steel & Power Limited,No Band,-,No Band,#VALUE!
JSWSTEEL,EQ,JSW Steel Limited,No Band,-,No Band,#VALUE!
JUBLFOOD,EQ,Jubilant Foodworks Limited,No Band,-,No Band,#VALUE!
JUSTDIAL,EQ,Just Dial Limited,No Band,-,No Band,#VALUE!
KOTAKBANK,EQ,Kotak Mahindra Bank Limited,No Band,-,No Band,#VALUE!
LICHSGFIN,EQ,LIC Housing Finance Limited,No Band,-,No Band,#VALUE!
LT,EQ,Larsen & Toubro Limited,No Band,-,No Band,#VALUE!
L&TFH,EQ,L&T Finance Holdings Limited,No Band,-,No Band,#VALUE!
LUPIN,EQ,Lupin Limited,No Band,-,No Band,#VALUE!
MANAPPURAM,EQ,Manappuram Finance Limited,No Band,-,No Band,#VALUE!
MARICO,EQ,Marico Limited,No Band,-,No Band,#VALUE!
MARUTI,EQ,Maruti Suzuki India Limited,No Band,-,No Band,#VALUE!
MCDOWELL-N,EQ,United Spirits Limited,No Band,-,No Band,#VALUE!
MFSL,EQ,Max Financial Services Limited,No Band,-,No Band,#VALUE!
MGL,EQ,Mahanagar Gas Limited,No Band,-,No Band,#VALUE!
MINDTREE,EQ,MindTree Limited,No Band,-,No Band,#VALUE!
M&M,EQ,Mahindra & Mahindra Limited,No Band,-,No Band,#VALUE!
M&MFIN,EQ,Mahindra & Mahindra Financial Services Limited,No Band,-,No Band,#VALUE!
MOTHERSUMI,EQ,Motherson Sumi Systems Limited,No Band,-,No Band,#VALUE!
MRF,EQ,MRF Limited,No Band,-,No Band,#VALUE!
MUTHOOTFIN,EQ,Muthoot Finance Limited,No Band,-,No Band,#VALUE!
NATIONALUM,EQ,National Aluminium Company Limited,No Band,-,No Band,#VALUE!
NCC,EQ,NCC Limited,No Band,-,No Band,#VALUE!
NESTLEIND,EQ,Nestle India Limited,No Band,-,No Band,#VALUE!
NIITTECH,EQ,NIIT Technologies Limited,No Band,-,No Band,#VALUE!
NMDC,EQ,NMDC Limited,No Band,-,No Band,#VALUE!
NTPC,EQ,NTPC Limited,No Band,-,No Band,#VALUE!
OIL,EQ,Oil India Limited,No Band,-,No Band,#VALUE!
ONGC,EQ,Oil & Natural Gas Corporation Limited,No Band,-,No Band,#VALUE!
PAGEIND,EQ,Page Industries Limited,No Band,-,No Band,#VALUE!
PEL,EQ,Piramal Enterprises Limited,No Band,-,No Band,#VALUE!
PETRONET,EQ,Petronet LNG Limited,No Band,-,No Band,#VALUE!
PFC,EQ,Power Finance Corporation Limited,No Band,-,No Band,#VALUE!
PIDILITIND,EQ,Pidilite Industries Limited,No Band,-,No Band,#VALUE!
PNB,EQ,Punjab National Bank,No Band,-,No Band,#VALUE!
PNBHOUSING,EQ,PNB Housing Finance Limited,No Band,-,No Band,#VALUE!
POWERGRID,EQ,Power Grid Corporation of India Limited,No Band,-,No Band,#VALUE!
PVR,EQ,PVR Limited,No Band,-,No Band,#VALUE!
RAMCOCEM,EQ,The Ramco Cements Limited,No Band,-,No Band,#VALUE!
RBLBANK,EQ,RBL Bank Limited,No Band,-,No Band,#VALUE!
RECLTD,EQ,REC Limited,No Band,-,No Band,#VALUE!
RELIANCE,EQ,Reliance Industries Limited,No Band,-,No Band,#VALUE!
SAIL,EQ,Steel Authority of India Limited,No Band,-,No Band,#VALUE!
SBIN,EQ,State Bank Of India,No Band,-,No Band,#VALUE!
SHREECEM,EQ,SHREE CEMENT LIMITED,No Band,-,No Band,#VALUE!
SIEMENS,EQ,Siemens Limited,No Band,-,No Band,#VALUE!
SRF,EQ,SRF Limited,No Band,-,No Band,#VALUE!
SRTRANSFIN,EQ,Shriram Transport Finance Company Limited,No Band,-,No Band,#VALUE!
SUNPHARMA,EQ,Sun Pharmaceutical Industries Limited,No Band,-,No Band,#VALUE!
SUNTV,EQ,Sun TV Network Limited,No Band,-,No Band,#VALUE!
TATACHEM,EQ,Tata Chemicals Limited,No Band,-,No Band,#VALUE!
TATAGLOBAL,EQ,Tata Global Beverages Limited,No Band,-,No Band,#VALUE!
TATAMOTORS,EQ,Tata Motors Limited,No Band,-,No Band,#VALUE!
TATAPOWER,EQ,Tata Power Company Limited,No Band,-,No Band,#VALUE!
TATASTEEL,EQ,Tata Steel Limited,No Band,-,No Band,#VALUE!
TCS,EQ,Tata Consultancy Services Limited,No Band,-,No Band,#VALUE!
TECHM,EQ,Tech Mahindra Limited,No Band,-,No Band,#VALUE!
TITAN,EQ,Titan Company Limited,No Band,-,No Band,#VALUE!
TORNTPHARM,EQ,Torrent Pharmaceuticals Limited,No Band,-,No Band,#VALUE!
TORNTPOWER,EQ,Torrent Power Limited,No Band,-,No Band,#VALUE!
TVSMOTOR,EQ,TVS Motor Company Limited,No Band,-,No Band,#VALUE!
UBL,EQ,United Breweries Limited,No Band,-,No Band,#VALUE!
UJJIVAN,EQ,Ujjivan Financial Services Limited,No Band,-,No Band,#VALUE!
ULTRACEMCO,EQ,UltraTech Cement Limited,No Band,-,No Band,#VALUE!
UPL,EQ,UPL Limited,No Band,-,No Band,#VALUE!
VEDL,EQ,Vedanta Limited,No Band,-,No Band,#VALUE!
VOLTAS,EQ,Voltas Limited,No Band,-,No Band,#VALUE!
WIPRO,EQ,Wipro Limited,No Band,-,No Band,#VALUE!
YESBANK,EQ,Yes Bank Limited,No Band,-,No Band,#VALUE!
ZEEL,EQ,Zee Entertainment Enterprises Limited,No Band,-,No Band,#VALUE!
