Symbol,Series,Security Name,Band,Remarks
VICEROY,BE,Viceroy Hotels Limited,5,"GSM Stage - I"
VIDEOIND,BZ,Videocon Industries Limited,5,"-"
VIKASECO,BE,Vikas EcoTech Limited,5,"-"
VIKASMCORP,EQ,Vikas Multicorp Limited,5,"-"
VIKASPROP,EQ,Vikas Proppant & Granite Limited,5,"-"
VIMTALABS,BE,Vimta Labs Limited,5,"-"
VIPCLOTHNG,EQ,VIP Clothing Limited,5,"-"
VISASTEEL,BE,Visa Steel Limited,5,"-"
VISHNU,BE,Vishnu Chemicals Limited,5,"-"
VIVIDHA,BE,Visagar Polytex Limited,5,"-"
VIVIMEDLAB,EQ,Vivimed Labs Limited,5,"-"
VSCL,SM,Vadivarhe Speciality Chemicals Limited,5,"-"
VSSL,EQ,Vardhman Special Steels Limited,5,"-"
WANBURY,BE,Wanbury Limited,5,"-"
WEALTH,SM,Wealth First Portfolio Managers Limited,5,"-"
WEBELSOLAR,EQ,Websol Energy System Limited,5,"-"
WELSPUNIND,EQ,Welspun India Limited,5,"-"
WEWIN,SM,WE WIN LIMITED,5,"-"
WFL,SM,Wonder Fibromats Limited,5,"-"
WINDMACHIN,EQ,Windsor Machines Limited,5,"-"
WIPL,BE,The Western India Plywoods Limited,5,"-"
WSI,BE,W S Industries (I) Limited,5,"GSM Stage - 0"
XELPMOC,BE,Xelpmoc Design And Tech Limited,5,"-"
YESBANK,EQ,Yes Bank Limited,5,"-"
ZEEMEDIA,BE,Zee Media Corporation Limited,5,"-"
ZENITHSTL,BE,Zenith Steel Pipes & Industries Limited,5,"GSM Stage - II"
ZICOM,BE,Zicom Electronic Security Systems Limited,5,"-"
ZODIAC,SM,Zodiac Energy Limited,5,"-"
ZODJRDMKJ,EQ,Zodiac JRD- MKJ Limited,5,"-"
63MOONS,EQ,63 moons technologies limited,10,"-"
AARVEEDEN,EQ,Aarvee Denims & Exports Limited,10,"-"
AARVI,EQ,Aarvi Encon Limited,10,"-"
ABAN,EQ,Aban Offshore Limited,10,"-"
ADHUNIKIND,EQ,Adhunik Industries Limited,10,"-"
ADSL,EQ,Allied Digital Services Limited,10,"-"
ADVENZYMES,EQ,Advanced Enzyme Technologies Limited,10,"-"
AGARIND,EQ,Agarwal Industrial Corporation Limited,10,"-"
AGRITECH,EQ,Agri-Tech (India) Limited,10,"-"
AGROPHOS,EQ,Agro Phos India Limited,10,"-"
AIRAN,EQ,Airan Limited,10,"-"
ALCHEM,EQ,Alchemist Limited,10,"-"
ALMONDZ,EQ,Almondz Global Securities Limited,10,"-"
ALPSINDUS,EQ,Alps Industries Limited,10,"-"
ANDHRACEMT,EQ,Andhra Cements Limited,10,"-"
ANIKINDS,EQ,Anik Industries Limited,10,"-"
ARCHIES,EQ,Archies Limited,10,"-"
ARENTERP,EQ,Rajdarshan Industries Limited,10,"-"
ARIES,EQ,Aries Agro Limited,10,"-"
ARMANFIN,EQ,Arman Financial Services Limited,10,"-"
ARSSINFRA,EQ,ARSS Infrastructure Projects Limited,10,"-"
ARVINDFASN,EQ,Arvind Fashions Limited,10,"-"
ASHIANA,EQ,Ashiana Housing Limited,10,"-"
ATLANTA,EQ,Atlanta  Limited,10,"-"
AUTOLITIND,EQ,Autolite (India) Limited,10,"-"
AVSL,SM,AVSL Industries Limited,10,"-"
AXISCADES,EQ,AXISCADES Engineering Technologies Limited,10,"-"
BAGFILMS,EQ,B.A.G Films and Media Limited,10,"-"
BALKRISHNA,EQ,Balkrishna Paper Mills Limited,10,"-"
BCP,EQ,B.C. Power Controls Ltd,10,"-"
BETA,SM,Beta Drugs Limited,10,"-"
BGRENERGY,EQ,BGR Energy Systems Limited,10,"-"
BHAGYANGR,EQ,Bhagyanagar India Limited,10,"-"
BHARATGEAR,EQ,Bharat Gears Limited,10,"-"
BILENERGY,EQ,Bil Energy Systems Limited,10,"-"
BINDALAGRO,EQ,Oswal Chemicals & Fertilizers Limited,10,"-"
BIRLATYRE,EQ,Birla Tyres Limited,10,"-"
BPL,EQ,Bpl Limited,10,"-"
BRIGHT,SM,Bright Solar Limited,10,"-"
BSELINFRA,EQ,BSEL Infrastructure Realty Limited,10,"-"
BSL,EQ,BSL Limited,10,"-"
CCHHL,EQ,Country Club Hospitality & Holidays Limited,10,"-"
CEBBCO,EQ,Commercial Engineers & Body Builders Co Limited,10,"-"
CENTEXT,EQ,Century Extrusions Limited,10,"-"
CENTRALBK,EQ,Central Bank of India,10,"-"
CEREBRAINT,EQ,Cerebra Integrated Technologies Limited,10,"-"
CMICABLES,EQ,CMI Limited,10,"-"
COMPUSOFT,EQ,Compucom Software Limited,10,"-"
CORALFINAC,EQ,Coral India Finance & Housing Limited,10,"-"
CREATIVE,EQ,Creative Peripherals and Distribution Limited,10,"-"
CYBERTECH,EQ,Cybertech Systems And Software Limited,10,"-"
DATAMATICS,EQ,Datamatics Global Services Limited,10,"-"
DBSTOCKBRO,EQ,DB (International) Stock Brokers Limited,10,"-"
DCM,EQ,DCM  Limited,10,"-"
DELTAMAGNT,EQ,Delta Manufacturing Limited,10,"-"
DFMFOODS,EQ,DFM Foods Limited,10,"-"
DISHTV,EQ,Dish TV India Limited,10,"-"
DPSCLTD,EQ,DPSC Limited,10,"-"
DPWIRES,EQ,D P Wires Limited,10,"-"
DSSL,EQ,Dynacons Systems & Solutions Limited,10,"-"
DUCON,EQ,Ducon Infratechnologies Limited,10,"-"
DYNAMATECH,EQ,Dynamatic Technologies Limited,10,"-"
EBANK,EQ,Edelweiss ETF - Nifty Bank,10,"-"
ELGIRUBCO,EQ,Elgi Rubber Company Limited,10,"-"
EMKAY,EQ,Emkay Global Financial Services Limited,10,"-"
ENERGYDEV,EQ,Energy Development Company Limited,10,"-"
ENIL,EQ,Entertainment Network (India) Limited,10,"-"
FCSSOFT,EQ,FCS Software Solutions Limited,10,"-"
FLFL,EQ,Future Lifestyle Fashions Limited,10,"-"
FRETAIL,EQ,Future Retail Limited,10,"-"
GAMMNINFRA,EQ,Gammon Infrastructure Projects Limited,10,"-"
GET&D,EQ,GE T&D India Limited,10,"-"
GILLANDERS,EQ,Gillanders Arbuthnot & Company Limited,10,"-"
GINNIFILA,EQ,Ginni Filaments Limited,10,"-"
GOKULAGRO,EQ,Gokul Agro Resources Limited,10,"-"
GOLDENTOBC,EQ,Golden Tobacco Limited,10,"-"
GPTINFRA,EQ,GPT Infraprojects Limited,10,"-"
GREENPOWER,EQ,Orient Green Power Company Limited,10,"-"
GTLINFRA,EQ,GTL Infrastructure Limited,10,"-"
GTNIND,EQ,GTN Industries Limited,10,"-"
GTPL,EQ,GTPL Hathway Limited,10,"-"
GULPOLY,EQ,Gulshan Polyols Limited,10,"-"
HCL-INSYS,EQ,HCL Infosystems Limited,10,"-"
HILTON,EQ,Hilton Metal Forging Limited,10,"-"
HIMATSEIDE,EQ,Himatsingka Seide Limited,10,"-"
HINDMOTORS,EQ,Hindustan Motors Limited,10,"-"
HINDNATGLS,EQ,Hindusthan National Glass & Industries Limited,10,"-"
HIRECT,EQ,Hind Rectifiers Limited,10,"-"
HITECHGEAR,EQ,The Hi-Tech Gears Limited,10,"-"
HNDFDS,EQ,Hindustan Foods Limited,10,"-"
HUBTOWN,EQ,Hubtown Limited,10,"-"
HUSYSLTD,SM,Husys Consulting Limited,10,"-"
IBULISL,EQ,Indiabulls Integrated Services Limited,10,"-"
IGPL,EQ,IG Petrochemicals Limited,10,"-"
IMAGICAA,EQ,Imagicaaworld Entertainment Limited,10,"-"
INDOTHAI,EQ,Indo Thai Securities Limited,10,"-"
INDOWIND,EQ,Indowind Energy Limited,10,"-"
INFIBEAM,EQ,Infibeam Avenues Limited,10,"-"
IVP,EQ,IVP Limited,10,"-"
JAIBALAJI,EQ,Jai Balaji Industries Limited,10,"-"
JAYAGROGN,EQ,Jayant Agro Organics Limited,10,"-"
JBCHEPHARM,EQ,JB Chemicals & Pharmaceuticals Limited,10,"-"
JINDRILL,EQ,Jindal Drilling And Industries Limited,10,"-"
JINDWORLD,EQ,Jindal Worldwide Limited,10,"-"
JISLDVREQS,EQ,Jain Irrigation Systems Limited,10,"-"
JISLJALEQS,EQ,Jain Irrigation Systems Limited,10,"-"
JIYAECO,EQ,Jiya Eco-Products Limited,10,"-"
JPINFRATEC,EQ,Jaypee Infratech Limited,10,"-"
JPPOWER,EQ,Jaiprakash Power Ventures Limited,10,"-"
JSWISPL,EQ,JSW Ispat Special Products Limited,10,"-"
JUMPNET,EQ,Jump Networks Limited,10,"-"
JUSTDIAL,EQ,Just Dial Limited,10,"-"
KAKATCEM,EQ,Kakatiya Cement Sugar & Industries Limited,10,"-"
KAMDHENU,EQ,Kamdhenu Limited,10,"-"
KAPSTON,EQ,Kapston Facilities Management Limited,10,"-"
KARMAENG,EQ,Karma Energy Limited,10,"-"
KAYA,EQ,Kaya Limited,10,"-"
KDDL,EQ,KDDL Limited,10,"-"
KECL,EQ,Kirloskar Electric Company Limited,10,"-"
KHADIM,EQ,Khadim India Limited,10,"-"
KOTHARIPRO,EQ,Kothari Products Limited,10,"-"
KREBSBIO,EQ,Krebs Biochemicals and Industries Limited,10,"-"
KRIDHANINF,EQ,Kridhan Infra Limited,10,"-"
KUANTUM,EQ,Kuantum Papers Limited,10,"-"
LASA,EQ,Lasa Supergenerics Limited,10,"-"
LEMONTREE,EQ,Lemon Tree Hotels Limited,10,"-"
LGBFORGE,EQ,LGB Forge Limited,10,"-"
LSIL,EQ,Lloyds Steels Industries Limited,10,"-"
LYKALABS,EQ,Lyka Labs Limited,10,"-"
LYPSAGEMS,EQ,Lypsa Gems & Jewellery Limited,10,"-"
MACPOWER,EQ,Macpower CNC Machines Limited,10,"-"
MAHASTEEL,EQ,Mahamaya Steel Industries Limited,10,"-"
MANAKCOAT,EQ,Manaksia Coated Metals & Industries Limited,10,"-"
MARATHON,EQ,Marathon Nextgen Realty Limited,10,"-"
MASTEK,EQ,Mastek Limited,10,"-"
MATRIMONY,EQ,Matrimony.Com Limited,10,"-"
MAWANASUG,EQ,Mawana Sugars Limited,10,"-"
MCDHOLDING,EQ,McDowell Holdings Limited,10,"-"
MEP,EQ,MEP Infrastructure Developers Limited,10,"-"
MINDPOOL,SM,Mindpool Technologies Limited,10,"-"
MMP,EQ,MMP Industries Limited,10,"-"
MOHOTAIND,EQ,Mohota Industries Limited,10,"-"
MORARJEE,EQ,Morarjee Textiles Limited,10,"-"
MOTOGENFIN,EQ,The Motor & General Finance Limited,10,"-"
MUKANDENGG,EQ,Mukand Engineers Limited,10,"-"
MUKTAARTS,EQ,Mukta Arts Limited,10,"-"
NAGAFERT,EQ,Nagarjuna Fertilizers and Chemicals Limited,10,"-"
NDRAUTO,EQ,Ndr Auto Components Limited,10,"-"
NDTV,EQ,New Delhi Television Limited,10,"-"
NECCLTD,EQ,North Eastern Carrying Corporation Limited,10,"-"
NEOGEN,EQ,Neogen Chemicals Limited,10,"-"
NILASPACES,EQ,Nila Spaces Limited,10,"-"
NITCO,EQ,Nitco Limited,10,"-"
OILCOUNTUB,EQ,Oil Country Tubular Limited,10,"-"
OMMETALS,EQ,OM Metals Infraprojects Limited,10,"-"
ONEPOINT,EQ,One Point One Solutions Limited,10,"-"
ONMOBILE,EQ,OnMobile Global Limited,10,"-"
ORIENTHOT,EQ,Oriental Hotels Limited,10,"-"
PATINTLOG,EQ,Patel Integrated Logistics Limited,10,"-"
PILITA,EQ,PIL ITALICA LIFESTYLE LIMITED,10,"-"
POKARNA,EQ,Pokarna Limited,10,"-"
PPAP,EQ,PPAP Automotive Limited,10,"-"
PRAENG,EQ,Prajay Engineers Syndicate Limited,10,"-"
PRAKASHSTL,EQ,Prakash Steelage Limited,10,"-"
PROZONINTU,EQ,Prozone Intu Properties Limited,10,"-"
RAJSREESUG,EQ,Rajshree Sugars & Chemicals Limited,10,"-"
RELCAPITAL,EQ,Reliance Capital Limited,10,"-"
REMSONSIND,EQ,Remsons Industries Limited,10,"-"
RHFL,EQ,Reliance Home Finance Limited,10,"-"
RKDL,EQ,Ravi Kumar Distilleries Limited,10,"-"
RMDRIP,SM,R M Drip and Sprinklers Systems Limited,10,"-"
ROUTE,EQ,ROUTE MOBILE LIMITED,10,"-"
RUCHIRA,EQ,Ruchira Papers Limited,10,"-"
SAKAR,EQ,Sakar Healthcare Limited,10,"-"
SAKHTISUG,EQ,Sakthi Sugars Limited,10,"-"
SAKUMA,EQ,Sakuma Exports Limited,10,"-"
SALSTEEL,EQ,S.A.L. Steel Limited,10,"-"
SDBL,EQ,Som Distilleries & Breweries Limited,10,"-"
SETUINFRA,EQ,Setubandhan Infrastructure Limited,10,"-"
SEYAIND,EQ,Seya Industries Limited,10,"-"
SGL,EQ,STL Global Limited,10,"-"
SHAHALLOYS,EQ,Shah Alloys Limited,10,"-"
SHEMAROO,EQ,Shemaroo Entertainment Limited,10,"-"
SHIRPUR-G,EQ,Shirpur Gold Refinery Limited,10,"-"
SHREEPUSHK,EQ,Shree Pushkar Chemicals & Fertilisers Limited,10,"-"
SHRIRAMEPC,EQ,Shriram EPC Limited,10,"-"
SICAGEN,EQ,Sicagen India Limited,10,"-"
SICAL,EQ,Sical Logistics Limited,10,"-"
SILLYMONKS,EQ,Silly Monks Entertainment Limited,10,"-"
SIMPLEXINF,EQ,Simplex Infrastructures Limited,10,"-"
SKIL,EQ,SKIL Infrastructure Limited,10,"-"
SMSLIFE,EQ,SMS Lifesciences India Limited,10,"-"
SOMICONVEY,EQ,Somi Conveyor Beltings Limited,10,"-"
SORILINFRA,EQ,SORIL Infra Resources Limited,10,"-"
SPMLINFRA,EQ,SPML Infra Limited,10,"-"
SRIPIPES,EQ,Srikalahasthi Pipes Limited,10,"-"
STCINDIA,EQ,The State Trading Corporation of India Limited,10,"-"
STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,10,"-"
SUMIT,EQ,Sumit Woods Limited,10,"-"
SUNDARAM,EQ,Sundaram Multi Pap Limited,10,"-"
SUPREMEENG,SM,Supreme Engineering Limited,10,"-"
SURANASOL,EQ,Surana Solar Limited,10,"-"
SURYALAXMI,EQ,Suryalakshmi Cotton Mills Limited,10,"-"
SUZLON,EQ,Suzlon Energy Limited,10,"-"
TARMAT,EQ,Tarmat Limited,10,"-"
TATASTLLP,EQ,Tata Steel Long Products Limited,10,"-"
THYROCARE,EQ,Thyrocare Technologies Limited,10,"-"
TI,EQ,Tilaknagar Industries Limited,10,"-"
TIJARIA,EQ,Tijaria Polypipes Limited,10,"-"
TIMESGTY,EQ,Times Guaranty Limited,10,"-"
TIPSINDLTD,EQ,TIPS Industries Limited,10,"-"
TIRUPATIFL,EQ,Tirupati Forge Limited,10,"-"
TMRVL,EQ,The Mandhana Retail Ventures Limited,10,"-"
TOTAL,EQ,Total Transport Systems Limited,10,"-"
TOUCHWOOD,EQ,Touchwood Entertainment Limited,10,"-"
TRIGYN,EQ,Trigyn Technologies Limited,10,"-"
TTML,EQ,Tata Teleservices (Maharashtra) Limited,10,"-"
TVSELECT,EQ,TVS Electronics Limited,10,"-"
UJAAS,EQ,Ujaas Energy Limited,10,"-"
UMANGDAIRY,EQ,Umang Dairies Limited,10,"-"
UNIDT,EQ,United Drilling Tools Limited,10,"-"
VARDMNPOLY,EQ,Vardhman Polytex Limited,10,"-"
VERTOZ,EQ,Vertoz Advertising Limited,10,"-"
VIDHIING,EQ,Vidhi Specialty Food Ingredients Limited,10,"-"
VIJIFIN,EQ,Viji Finance Limited,10,"-"
VIKASWSP,EQ,Vikas WSP Limited,10,"-"
VISHAL,EQ,Vishal Fabrics Limited,10,"-"
WALCHANNAG,EQ,Walchandnagar Industries Limited,10,"-"
WEIZMANIND,EQ,Weizmann Limited,10,"-"
WELINV,EQ,Welspun Investments and Commercials Limited,10,"-"
WILLAMAGOR,EQ,Williamson Magor & Company Limited,10,"-"
XPROINDIA,EQ,Xpro India Limited,10,"-"
ZENITHEXPO,EQ,Zenith Exports Limited,10,"-"
ZUARI,EQ,Zuari Agro Chemicals Limited,10,"-"
20MICRONS,EQ,20 Microns Limited,20,"-"
3MINDIA,EQ,3M India Limited,20,"-"
AARON,SM,Aaron Industries Limited,20,"-"
AARTIIND,EQ,Aarti Industries Limited,20,"-"
AAVAS,EQ,Aavas Financiers Limited,20,"-"
ABB,EQ,ABB India Limited,20,"-"
ABBOTINDIA,EQ,Abbott India Limited,20,"-"
ABCAPITAL,EQ,Aditya Birla Capital Limited,20,"-"
ABFRL,EQ,Aditya Birla Fashion and Retail Limited,20,"-"
ABFRLPP,E1,Aditya Birla Fashion and Retail Limited,20,"-"
ABNINT,IT,A B N Intercorp Limited,20,"-"
ABSLBANETF,EQ,Aditya Birla Sun Life Mutual Fund - Aditya Birla Sun Life Banking ETF,20,"-"
ABSLNN50ET,EQ,Aditya Birla Sun Life Nifty Next 50 ETF,20,"-"
ACCELYA,EQ,Accelya Solutions India Limited,20,"-"
ACE,EQ,Action Construction Equipment Limited,20,"-"
ADANIGAS,EQ,Adani Gas Limited,20,"-"
ADANIPOWER,EQ,Adani Power Limited,20,"-"
ADANITRANS,EQ,Adani Transmission Limited,20,"-"
ADORWELD,EQ,Ador Welding Limited,20,"-"
ADVANIHOTR,EQ,Advani Hotels & Resorts (India) Limited,20,"-"
AEGISCHEM,EQ,Aegis Logistics Limited,20,"-"
AGCNET,EQ,AGC Networks Limited,20,"-"
AHIMSA,SM,Ahimsa Industries Limited,20,"-"
AHLADA,SM,Ahlada Engineers Limited,20,"-"
AHLEAST,EQ,Asian Hotels (East) Limited,20,"-"
AHLUCONT,EQ,Ahluwalia Contracts (India) Limited,20,"-"
AHLWEST,EQ,Asian Hotels (West) Limited,20,"-"
AIAENG,EQ,AIA Engineering Limited,20,"-"
AIROLAM,SM,Airo Lam limited,20,"-"
AJANTPHARM,EQ,Ajanta Pharma Limited,20,"-"
AJMERA,EQ,Ajmera Realty & Infra India Limited,20,"-"
AKG,SM,Akg Exim Limited,20,"-"
AKSHARCHEM,EQ,AksharChem India Limited,20,"-"
AKZOINDIA,EQ,Akzo Nobel India Limited,20,"-"
ALANKIT,EQ,Alankit Limited,20,"-"
ALBERTDAVD,EQ,Albert David Limited,20,"-"
ALEMBICLTD,EQ,Alembic Limited,20,"-"
ALICON,EQ,Alicon Castalloy Limited,20,"-"
ALKALI,EQ,Alkali Metals Limited,20,"-"
ALKEM,EQ,Alkem Laboratories Limited,20,"-"
ALKYLAMINE,EQ,Alkyl Amines Chemicals Limited,20,"-"
ALLCARGO,EQ,Allcargo Logistics Limited,20,"-"
ALLSEC,EQ,Allsec Technologies Limited,20,"-"
ALPHAGEO,EQ,Alphageo (India) Limited,20,"-"
AMBANIORG,SM,Ambani Organics Limited,20,"-"
AMBER,EQ,Amber Enterprises India Limited,20,"-"
AMBIKCO,EQ,Ambika Cotton Mills Limited,20,"-"
AMDIND,EQ,AMD Industries Limited,20,"-"
AMJLAND,EQ,Amj Land Holdings Limited,20,"-"
AMRUTANJAN,EQ,Amrutanjan Health Care Limited,20,"-"
ANANTRAJ,EQ,Anant Raj Limited,20,"-"
ANDHRAPAP,EQ,ANDHRA PAPER LIMITED,20,"-"
ANDHRSUGAR,EQ,The Andhra Sugars Limited,20,"-"
ANGELBRKG,EQ,Angel Broking Limited,20,"-"
ANUP,EQ,The Anup Engineering Limited,20,"-"
APARINDS,EQ,Apar Industries Limited,20,"-"
APCL,EQ,Anjani Portland Cement Limited,20,"-"
APCOTEXIND,EQ,Apcotex Industries Limited,20,"-"
APEX,EQ,Apex Frozen Foods Limited,20,"-"
APLAPOLLO,EQ,APL Apollo Tubes Limited,20,"-"
APLLTD,EQ,Alembic Pharmaceuticals Limited,20,"-"
APOLLO,EQ,Apollo Micro Systems Limited,20,"-"
APOLLOPIPE,EQ,Apollo Pipes Limited,20,"-"
APOLSINHOT,EQ,Apollo Sindoori Hotels Limited,20,"-"
APTECHT,EQ,Aptech Limited,20,"-"
ARCHIDPLY,EQ,Archidply Industries Limited,20,"-"
AROGRANITE,EQ,Aro Granite Industries Limited,20,"-"
ARTEMISMED,EQ,Artemis Medicare Services Limited,20,"-"
ARTNIRMAN,SM,Art Nirman Limited,20,"-"
ARVIND,EQ,Arvind Limited,20,"-"
ARVSMART,EQ,Arvind SmartSpaces Limited,20,"-"
ASAHIINDIA,EQ,Asahi India Glass Limited,20,"-"
ASAHISONG,EQ,Asahi Songwon Colors Limited,20,"-"
ASALCBR,EQ,Associated Alcohols & Breweries Ltd.,20,"-"
ASCOM,SM,Ascom Leasing & Investments Limited,20,"-"
ASHOKA,EQ,Ashoka Buildcon Limited,20,"-"
ASIANHOTNR,EQ,Asian Hotels (North) Limited,20,"-"
ASIANTILES,EQ,Asian Granito India Limited,20,"-"
ASPINWALL,EQ,Aspinwall and Company Limited,20,"-"
ASTEC,EQ,Astec LifeSciences Limited,20,"-"
ASTERDM,EQ,Aster DM Healthcare Limited,20,"-"
ASTRAL,EQ,Astral Poly Technik Limited,20,"-"
ASTRAMICRO,EQ,Astra Microwave Products Limited,20,"-"
ASTRAZEN,EQ,AstraZeneca Pharma India Limited,20,"-"
ASTRON,EQ,Astron Paper & Board Mill Limited,20,"-"
ATFL,EQ,Agro Tech Foods Limited,20,"-"
ATUL,EQ,Atul Limited,20,"-"
ATULAUTO,EQ,Atul Auto Limited,20,"-"
AUBANK,EQ,AU Small Finance Bank Limited,20,"-"
AUSOMENT,EQ,Ausom Enterprise Limited,20,"-"
AUTOAXLES,EQ,Automotive Axles Limited,20,"-"
AVADHSUGAR,EQ,Avadh Sugar & Energy Limited,20,"-"
AVANTIFEED,EQ,Avanti Feeds Limited,20,"-"
AVROIND,SM,AVRO INDIA LIMITED,20,"-"
AVTNPL,EQ,AVT Natural Products Limited,20,"-"
AXISGOLD,EQ,Axis Mutual Fund - Axis Gold ETF,20,"-"
AXISNIFTY,EQ,Axis Mutual Fund - AXIS NIFTY ETF,20,"-"
AYMSYNTEX,EQ,AYM Syntex Limited,20,"-"
BAJAJCON,EQ,Bajaj Consumer Care Limited,20,"-"
BAJAJELEC,EQ,Bajaj Electricals Limited,20,"-"
BAJAJHIND,EQ,Bajaj Hindusthan Sugar Limited,20,"-"
BAJAJHLDNG,EQ,Bajaj Holdings & Investment Limited,20,"-"
BALAJITELE,EQ,Balaji Telefilms Limited,20,"-"
BALAMINES,EQ,Balaji Amines Limited,20,"-"
BALMLAWRIE,EQ,Balmer Lawrie & Company Limited,20,"-"
BALRAMCHIN,EQ,Balrampur Chini Mills Limited,20,"-"
BANARBEADS,EQ,Banaras Beads Limited,20,"-"
BANARISUG,EQ,Bannari Amman Sugars Limited,20,"-"
BANCOINDIA,EQ,Banco Products (I) Limited,20,"-"
BANG,EQ,Bang Overseas Limited,20,"-"
BANKBEES,EQ,NIPPON INDIA ETF BANK BEES,20,"-"
BANKINDIA,EQ,Bank Of India,20,"-"
BASF,EQ,BASF India Limited,20,"-"
BASML,EQ,Bannari Amman Spinning Mills Limited,20,"-"
BAYERCROP,EQ,Bayer Cropscience Limited,20,"-"
BBL,EQ,Bharat Bijlee Limited,20,"-"
BBTC,EQ,Bombay Burmah Trading Corporation Limited,20,"-"
BBTCL,SM,B&B Triplewall Containers Limited,20,"-"
BDL,EQ,Bharat Dynamics Limited,20,"-"
BEML,EQ,BEML Limited,20,"-"
BEPL,EQ,Bhansali Engineering Polymers Limited,20,"-"
BFINVEST,EQ,BF Investment Limited,20,"-"
BFUTILITIE,EQ,BF Utilities Limited,20,"-"
BHAGERIA,EQ,Bhageria Industries Limited,20,"-"
BHAGYAPROP,EQ,Bhagyanagar Properties Limited,20,"-"
BHALCHANDR,IT,Bhalchandram Clothing Limited,20,"-"
BHANDARI,EQ,Bhandari Hosiery Exports Limited,20,"-"
BHARATRAS,EQ,Bharat Rasayan Limited,20,"-"
BIRLACABLE,EQ,Birla Cable Limited,20,"-"
BIRLACORPN,EQ,Birla Corporation Limited,20,"-"
BIRLAMONEY,EQ,Aditya Birla Money Limited,20,"-"
BLISSGVS,EQ,Bliss GVS Pharma Limited,20,"-"
BLUEDART,EQ,Blue Dart Express Limited,20,"-"
BLUESTARCO,EQ,Blue Star Limited,20,"-"
BODALCHEM,EQ,Bodal Chemicals Limited,20,"-"
BOMDYEING,EQ,Bombay Dyeing & Mfg Company Limited,20,"-"
BORORENEW,EQ,BOROSIL RENEWABLES LIMITED,20,"-"
BRIGADE,EQ,Brigade Enterprises Limited,20,"-"
BRNL,EQ,Bharat Road Network Limited,20,"-"
BSE,EQ,BSE Limited,20,"-"
BSHSL,SM,Bombay Super Hybrid Seeds Limited,20,"-"
BSLGOLDETF,EQ,Aditya Birla Sun Life Gold ETF - Growth,20,"-"
BSLNIFTY,EQ,Aditya Birla Sun Life Nifty ETF - Growth,20,"-"
BSOFT,EQ,BIRLASOFT LIMITED,20,"-"
BYKE,EQ,The Byke Hospitality Ltd,20,"-"
CAMS,EQ,Computer Age Management Services Limited,20,"-"
CANFINHOME,EQ,Can Fin Homes Limited,20,"-"
CANTABIL,EQ,Cantabil Retail India Limited,20,"-"
CAPACITE,EQ,Capacit'e Infraprojects Limited,20,"-"
CAPLIPOINT,EQ,Caplin Point Laboratories Limited,20,"-"
CAPTRUST,EQ,Capital Trust Limited,20,"-"
CARBORUNIV,EQ,Carborundum Universal Limited,20,"-"
CAREERP,EQ,Career Point Limited,20,"-"
CARERATING,EQ,CARE Ratings Limited,20,"-"
CASTROLIND,EQ,Castrol India Limited,20,"-"
CCL,EQ,CCL Products (India) Limited,20,"-"
CDSL,EQ,Central Depository Services (India) Limited,20,"-"
CEATLTD,EQ,CEAT Limited,20,"-"
CELEBRITY,EQ,Celebrity Fashions Limited,20,"-"
CENTENKA,EQ,Century Enka Limited,20,"-"
CENTRUM,EQ,Centrum Capital Limited,20,"-"
CENTUM,EQ,Centum Electronics Limited,20,"-"
CENTURYPLY,EQ,Century Plyboards (India) Limited,20,"-"
CENTURYTEX,EQ,Century Textiles & Industries Limited,20,"-"
CERA,EQ,Cera Sanitaryware Limited,20,"-"
CESC,EQ,CESC Limited,20,"-"
CESCVENT,EQ,CESC Ventures Limited,20,"-"
CGCL,EQ,Capri Global Capital Limited,20,"-"
CHALET,EQ,Chalet Hotels Limited,20,"-"
CHAMBLFERT,EQ,Chambal Fertilizers & Chemicals Limited,20,"-"
CHEMBOND,EQ,Chembond Chemicals Ltd,20,"-"
CHEMCON,EQ,Chemcon Speciality Chemicals Limited,20,"-"
CHEMFAB,EQ,Chemfab Alkalis Limited,20,"-"
CHENNPETRO,EQ,Chennai Petroleum Corporation Limited,20,"-"
CHOLAHLDNG,EQ,Cholamandalam Financial Holdings Limited,20,"-"
CIGNITITEC,EQ,Cigniti Technologies Limited,20,"-"
CINELINE,EQ,Cineline India Limited,20,"-"
CLNINDIA,EQ,Clariant Chemicals (India) Limited,20,"-"
COCHINSHIP,EQ,Cochin Shipyard Limited,20,"-"
COMPINFO,EQ,Compuage Infocom Limited,20,"-"
CONFIPET,EQ,Confidence Petroleum India Limited,20,"-"
CONSOFINVT,EQ,Consolidated Finvest & Holdings Limited,20,"-"
CONTROLPR,EQ,Control Print Limited,20,"-"
CORDSCABLE,EQ,Cords Cable Industries Limited,20,"-"
COROMANDEL,EQ,Coromandel International Limited,20,"-"
COSMOFILMS,EQ,Cosmo Films Limited,20,"-"
CPSEETF,EQ,CPSE ETF,20,"-"
CREDITACC,EQ,CREDITACCESS GRAMEEN LIMITED,20,"-"
CREST,EQ,Crest Ventures Limited,20,"-"
CRISIL,EQ,CRISIL Limited,20,"-"
CROMPTON,EQ,Crompton Greaves Consumer Electricals Limited,20,"-"
CSBBANK,EQ,CSB Bank Limited,20,"-"
CUB,EQ,City Union Bank Limited,20,"-"
CUBEXTUB,EQ,Cubex Tubings Limited,20,"-"
